module,type,name,res_id,src,value,comments
account,code,addons/account/models/account_bank_statement.py,469,%d transactions were automatically reconciled.,%d transactions were automatically reconciled.,
account,code,addons/account/models/account.py,628,%s (Copy),%s (Kopi),
account,code,addons/account/models/account.py,170,%s (copy),%s (kopi),
account,code,addons/account/models/account.py,342,%s (copy),%s (kopi),
account,code,addons/account/models/account.py,343,%s (copy),%s (kopi),
account,model,"ir.ui.view,arch_db",account.external_layout_footer,&amp;bull;,&amp;bull;,
account,model,"ir.ui.view,arch_db",account.account_planner,", if accounting or purchase is installed",", dersom regnskap og innkjøps modul er installert",
account,model,"ir.ui.view,arch_db",account.view_account_form,-> Reconcile,-> Reconcile,
account,model,"ir.ui.view,arch_db",account.view_move_line_form,-> View partially reconciled entries,-> View partially reconciled entries,
account,code,addons/account/models/account_bank_statement.py,470,1 transaction was automatically reconciled.,1 transaction was automatically reconciled.,
account,model,"account.payment.term,name",account.account_payment_term_15days,15 Days,15 dager,
account,model,"account.payment.term,name",account.account_payment_term_net,30 Net Days,Per 30 dager netto,
account,model,"account.payment.term,name",account.account_payment_term_advance,30% Advance End of Following Month,30% Advance End of Following Month,
account,model,"ir.ui.view,arch_db",account.account_planner,"5) For setup, you will need the following information:","5) For setup, you will need the following information:",
account,model,"ir.ui.view,arch_db",account.report_generalledger,: General ledger,: Hovedbok,
account,code,addons/account/models/account.py,397,: Refund,: Refund,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,: Trial Balance,: Råbalanse,
account,model,"mail.template,body_html",account.mail_template_data_notification_email_account_invoice,"<html>
                <head></head>
                % set record = ctx.get('record')
                % set company = record and record.company_id or user.company_id
                <body style=""margin: 0; padding: 0;"">
                <table border=""0"" width=""100%"" cellpadding=""0"" bgcolor=""#ededed"" style=""padding: 20px; background-color: #ededed"" summary=""o_mail_notification"">
                    <tbody>

                      <!-- HEADER -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#875A7B"" style=""min-width: 590px; background-color: rgb(135,90,123); padding: 20px;"">
                            <tr>
                              <td valign=""middle"">
                                  <span style=""font-size:20px; color:white; font-weight: bold;"">
                                      Invoice ${object.record_name}
                                  </span>
                              </td>
                              <td valign=""middle"" align=""right"">
                                  <img src=""/logo.png?company=${company.id}"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${company.name}"">
                              </td>
                            </tr>
                          </table>
                        </td>
                      </tr>

                      <!-- CONTENT -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#ffffff"" style=""min-width: 590px; background-color: rgb(255, 255, 255); padding: 20px;"">
                            <tbody>
                              <td valign=""top"" style=""font-family:Arial,Helvetica,sans-serif; color: #555; font-size: 14px;"">
                                ${object.body | safe}
                              </td>
                            </tbody>
                          </table>
                        </td>
                      </tr>

                      <!-- FOOTER -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#875A7B"" style=""min-width: 590px; background-color: rgb(135,90,123); padding: 20px;"">
                            <tr>
                              <td valign=""middle"" align=""left"" style=""color: #fff; padding-top: 10px; padding-bottom: 10px; font-size: 12px;"">
                                ${company.name}<br/>
                                ${company.phone or ''}
                              </td>
                              <td valign=""middle"" align=""right"" style=""color: #fff; padding-top: 10px; padding-bottom: 10px; font-size: 12px;"">
                                % if company.email:
                                <a href=""mailto:${company.email}"" style=""text-decoration:none; color: white;"">${company.email}</a><br/>
                                % endif
                                % if company.website:
                                    <a href=""${company.website}"" style=""text-decoration:none; color: white;"">
                                        ${company.website}
                                    </a>
                                % endif
                              </td>
                            </tr>
                          </table>
                        </td>
                      </tr>
                      <tr>
                        <td align=""center"">
                            Powered by <a href=""https://www.odoo.com"">Odoo</a>.
                        </td>
                      </tr>
                    </tbody>
                </table>
                </body>
                </html>
            ","<html>
                <head></head>
                % set record = ctx.get('record')
                % set company = record and record.company_id or user.company_id
                <body style=""margin: 0; padding: 0;"">
                <table border=""0"" width=""100%"" cellpadding=""0"" bgcolor=""#ededed"" style=""padding: 20px; background-color: #ededed"" summary=""o_mail_notification"">
                    <tbody>

                      <!-- HEADER -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#875A7B"" style=""min-width: 590px; background-color: rgb(135,90,123); padding: 20px;"">
                            <tr>
                              <td valign=""middle"">
                                  <span style=""font-size:20px; color:white; font-weight: bold;"">
                                      Invoice ${object.record_name}
                                  </span>
                              </td>
                              <td valign=""middle"" align=""right"">
                                  <img src=""/logo.png?company=${company.id}"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${company.name}"">
                              </td>
                            </tr>
                          </table>
                        </td>
                      </tr>

                      <!-- CONTENT -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#ffffff"" style=""min-width: 590px; background-color: rgb(255, 255, 255); padding: 20px;"">
                            <tbody>
                              <td valign=""top"" style=""font-family:Arial,Helvetica,sans-serif; color: #555; font-size: 14px;"">
                                ${object.body | safe}
                              </td>
                            </tbody>
                          </table>
                        </td>
                      </tr>

                      <!-- FOOTER -->
                      <tr>
                        <td align=""center"" style=""min-width: 590px;"">
                          <table width=""590"" border=""0"" cellpadding=""0"" bgcolor=""#875A7B"" style=""min-width: 590px; background-color: rgb(135,90,123); padding: 20px;"">
                            <tr>
                              <td valign=""middle"" align=""left"" style=""color: #fff; padding-top: 10px; padding-bottom: 10px; font-size: 12px;"">
                                ${company.name}<br/>
                                ${company.phone or ''}
                              </td>
                              <td valign=""middle"" align=""right"" style=""color: #fff; padding-top: 10px; padding-bottom: 10px; font-size: 12px;"">
                                % if company.email:
                                <a href=""mailto:${company.email}"" style=""text-decoration:none; color: white;"">${company.email}</a><br/>
                                % endif
                                % if company.website:
                                    <a href=""${company.website}"" style=""text-decoration:none; color: white;"">
                                        ${company.website}
                                    </a>
                                % endif
                              </td>
                            </tr>
                          </table>
                        </td>
                      </tr>
                      <tr>
                        <td align=""center"">
                            Powered by <a href=""https://www.odoo.com"">Odoo</a>.
                        </td>
                      </tr>
                    </tbody>
                </table>
                </body>
                </html>
            ",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""fa fa-arrow-circle-o-down""/> Install Now","<span class=""fa fa-arrow-circle-o-down""/> Install Now",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""fa""/> Invite Your Users","<span class=""fa""/> Invite Your Users",
account,model,"ir.ui.view,arch_db",account.partner_view_buttons,"<span class=""o_stat_text"">Invoiced</span>","<span class=""o_stat_text"">Invoiced</span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Import a file</strong><br/>
                                        <span class=""small"">Recommended if &gt;100 products</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Importer en fil</strong><br/>
                                        <span class=""small"">Anbefalt hvis  &gt;100 products</span>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Import</strong><br/>
                                        <span class=""small"">&gt; 200 contacts</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Importer</strong><br/>
                                        <span class=""small"">&gt; 200 kontakter</span>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Create manually</strong><br/>
                                        <span class=""small"">&lt; 200 contacts</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Lag manuelt </strong><br/>
                                        <span class=""small"">&lt; 200 kontakter</span>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Create manually</strong><br/>
                                        <span class=""small"">Recommended if &lt;100 products</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Opprett manuelt </strong><br/>
                                        <span class=""small""> Anbefalt hvis  &lt;100 produkter</span>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Accountant</strong> (Advanced access)
                                    </span>","<span class=""panel-title"">
                                        <strong>Accountant</strong> (Advanced access)
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Advisor</strong> (Full access)
                                    </span>","<span class=""panel-title"">
                                        <strong>Advisor</strong> (Full access)
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Billing</strong> (Limited access)
                                    </span>","<span class=""panel-title"">
                                        <strong>Billing</strong> (Limited access)
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Customer follow-up</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Customer follow-up</strong>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Invoice payment by Check</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Invoice payment by Check</strong>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Invoice payment by Wire Transfer</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Invoice payment by Wire Transfer</strong>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Pay your bills</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Pay your bills</strong>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Reconcile Bank Statements</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Reconcile Bank Statements</strong>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Record your Bills</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Record your Bills</strong>
                                    </span>",
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Balance in Odoo"">Balance in GL</span>","<span title=""Balance in Odoo"">Balance in GL</span>",
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Latest Statement"">Latest Statement</span>","<span title=""Latest Statement"">Latest Statement</span>",
account,model,"ir.ui.view,arch_db",account.view_account_position_form,<span> From </span>,<span> From </span>,
account,model,"ir.ui.view,arch_db",account.view_account_position_form,<span> To </span>,<span> To </span>,
account,model,"ir.ui.view,arch_db",account.view_account_config_settings,<span>(*) This configuration is related to the company you're logged into.</span>,<span>(*) This configuration is related to the company you're logged into.</span>,
account,model,"ir.ui.view,arch_db",account.account_invoice_report_duplicate,<span>Duplicate</span>,<span>Dupliser</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Bill</span>,<span>New Bill</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Invoice</span>,<span>New Invoice</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New</span>,<span>Ny</span>,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<span>Not due</span>,<span>Not due</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Operations</span>,<span>Operations</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Reconciliation</span>,<span>Reconciliation</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Reports</span>,<span>Rapporter</span>,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>View</span>,<span>Vis</span>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>-The Odoo Team</strong>,<strong>-The Odoo Team</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>1. Register Outstanding Invoices</strong>,<strong>1. Register Outstanding Invoices</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>2. Register Unmatched Payments</strong>,<strong>2. Register Unmatched Payments</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Assets Management</strong>,<strong>Assets Management</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Automated documents sending:</strong> automatically send your invoices by email or snail mail.,<strong>Automated documents sending:</strong> automatically send your invoices by email or snail mail.,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>Balance :</strong>,<strong>Balance :</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Banking interface:</strong> with live bank feed synchronization and bank statement import.,<strong>Banking interface:</strong> with live bank feed synchronization and bank statement import.,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Cash transactions</strong><br/> (for which there is no invoice or bill), should be entered directly into your Cash Registers bank account.","<strong>Cash transactions</strong><br/> (for which there is no invoice or bill), should be entered directly into your Cash Registers bank account.",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Check the Taxes configuration:</strong>,<strong>Check the Taxes configuration:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Check unpaid invoices</strong><br/>
                                         Run an <i>Aged Receivable report</i> and check which customers still owe you money.","<strong>Check unpaid invoices</strong><br/>
                                         Run an <i>Aged Receivable report</i> and check which customers still owe you money.",
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Clean customer invoices:</strong> easy to create, beautiful and full featured invoices.","<strong>Clean customer invoices:</strong> easy to create, beautiful and full featured invoices.",
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Comment:</strong>,<strong>Comment:</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Company:</strong>,Selskap,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Company:</strong>,Selskap,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Contracts &amp; Subscriptions</strong>,<strong>Contracts &amp; Subscriptions</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Create a Customer Invoice</strong>,<strong>Create a Customer Invoice</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Create a Deposit Ticket</strong><br/>
                                        This allows you to record the different payments that constitute your bank deposit. (You may need to","<strong>Create a Deposit Ticket</strong><br/>
                                        This allows you to record the different payments that constitute your bank deposit. (You may need to",
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Create the bill in Odoo</strong><br/> with a proper due date, and create the vendor if it doesnt' exist yet.","<strong>Create the bill in Odoo</strong><br/> with a proper due date, and create the vendor if it doesnt' exist yet.",
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Customer Code:</strong>,<strong>Customer Code:</strong>,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Date from :</strong>,Dato fra:,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Date from :</strong>,Dato fra:,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Date from :</strong>,Dato fra:,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Date from :</strong>,Dato fra:,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Date to :</strong>,Dato til:,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Date to :</strong>,Dato til:,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Date to :</strong>,Dato til:,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Date to :</strong>,Dato til:,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Deposit Tickets</strong>,<strong>Deposit Tickets</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Description:</strong>,<strong>Description:</strong>,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Display Account:</strong>,<strong>Display Account:</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Display Account</strong>,<strong>Display Account</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Due Date:</strong>,<strong>Due Date:</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Entries Sorted By:</strong>,<strong>Entries Sorted By:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Expenses</strong>,<strong>Expenses</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Fiscal Position Remark:</strong>,<strong>Fiscal Position Remark:</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Invoice Date:</strong>,<strong>Fakturadato:</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Journal:</strong>,<strong>Journal:</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Journals:</strong>,<strong>Journals:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Mark the bills to pay</strong><br/>
                                        Group or filter your bills to see those due in the next week, then open each bill individually, click on <strong>'Pay'</strong> and select the payment method you prefer.","<strong>Mark the bills to pay</strong><br/>
                                        Group or filter your bills to see those due in the next week, then open each bill individually, click on <strong>'Pay'</strong> and select the payment method you prefer.",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Next action:</strong><br/>,<strong>Next action:</strong><br/>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>On-the-fly payment reconciliation:</strong> automatic suggestions of outstanding payments when creating invoices.,<strong>On-the-fly payment reconciliation:</strong> automatic suggestions of outstanding payments when creating invoices.,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Or generate payment orders</strong><br/>
                                        Create a Payment Order and select the bills you'd like to pay as Entry lines (only the validated bills will appear).","<strong>Or generate payment orders</strong><br/>
                                        Create a Payment Order and select the bills you'd like to pay as Entry lines (only the validated bills will appear).",
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Partner's:</strong>,<strong>Partner's:</strong>,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Period Length (days)</strong>,<strong>Period Length (days)</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Print checks</strong><br/>
                                        From the Vendor Payments list, select those you want to pay and click on Print Check (you may first need to activate the check feature in the","<strong>Print checks</strong><br/>
                                        From the Vendor Payments list, select those you want to pay and click on Print Check (you may first need to activate the check feature in the",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Purchases</strong>,<strong>Purchases</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Reconcile Bank Statement</strong>,<strong>Reconcile Bank Statement</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Reconcile with existing transaction</strong><br/>
                                        In this case, Odoo should automatically match the bank statement with the previously recorded check transaction.","<strong>Reconcile with existing transaction</strong><br/>
                                        In this case, Odoo should automatically match the bank statement with the previously recorded check transaction.",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Reconcile your Bank Statements</strong>,<strong>Reconcile your Bank Statements</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Record Bank Statement (or import file)</strong><br/>
                                        Depending on the volume of your transactions, you should be recording your bank statement every week to several times a day.","<strong>Record Bank Statement (or import file)</strong><br/>
                                        Depending on the volume of your transactions, you should be recording your bank statement every week to several times a day.",
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Record Bank Statement</strong>,<strong>Record Bank Statement</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Record a payment by check on the Invoice</strong><br/>
                                        Simply click on the 'Pay' button.","<strong>Record a payment by check on the Invoice</strong><br/>
                                        Simply click on the 'Pay' button.",
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Reduced data entry:</strong> no need to manually create invoices, register bank statements, and send payment follow-ups.","<strong>Reduced data entry:</strong> no need to manually create invoices, register bank statements, and send payment follow-ups.",
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Reference:</strong>,<strong>Reference:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Revenue Recognition</strong>,<strong>Revenue Recognition</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Send follow-up letters</strong>,<strong>Send follow-up letters</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Sorted By:</strong>,<strong>Sorted By:</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Source:</strong>,<strong>Source:</strong>,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Start Date:</strong>,<strong>Start Date:</strong>,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>Subtotal :</strong>,<strong>Subtotal :</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Subtotal</strong>,<strong>Subtotal</strong>,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Target Moves:</strong>,<strong>Target Moves:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Test the following three scenarios in order to assist you in familiarizing yourself with Odoo:</strong>,<strong>Test the following three scenarios in order to assist you in familiarizing yourself with Odoo:</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>There are three different levels of access rights in Odoo:</strong>,<strong>There are three different levels of access rights in Odoo:</strong>,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>There is nothing due with this customer.</strong>,<strong>There is nothing due with this customer.</strong>,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Total</strong>,<strong>Totalbeløp</strong>,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Total</strong>,<strong>Totalbeløp</strong>,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Validate the bill</strong><br/> after encoding the products and taxes.,<strong>Validate the bill</strong><br/> after encoding the products and taxes.,
account,model,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.","A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.",
account,code,addons/account/models/account_invoice.py,1438,A Payment Term should have its last line of type Balance.,A Payment Term should have its last line of type Balance.,
account,code,addons/account/models/account_invoice.py,1441,A Payment Term should have only one line of type Balance.,A Payment Term should have only one line of type Balance.,
account,code,addons/account/models/account.py,553,A bank account can only belong to one journal.,A bank account can only belong to one journal.,
account,model,"ir.actions.act_window,help",account.action_bank_statement_tree,"A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.","A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.",
account,model,"ir.actions.act_window,help",account.action_bank_statement_line,A bank statement line is a financial transaction on a bank account.,A bank statement line is a financial transaction on a bank account.,
account,model,"ir.actions.act_window,help",account.action_move_journal_line,"A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.","A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.",
